Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
3076,c04,"MPLS PD 3076","DE","Minneapolis Police 3076","Law Tac","Hennepin County - Minneapolis"
3080,c08,"MPLS PD 3080","DE","Minneapolis Police 3080","Law Tac","Hennepin County - Minneapolis"
3082,c0a,"MPLS RADIO TECH","D","Radio Techs","Public Works","Hennepin County - Minneapolis"
3092,c14,"MPLS PD 3092","DE","Minneapolis Police 3092","Law Tac","Hennepin County - Minneapolis"
3103,c1f,"MPLS ALL","D","Minneapolis Adm All","Emergency Ops","Hennepin County - Minneapolis"
3300,ce4,"LRAIL ALL CL","D","LRAIL All Call","Transportation","Twin Cities Metro Transit - Light Rail"
3302,ce6,"LRAIL OPS","D","LRAIL Operations","Transportation","Twin Cities Metro Transit - Light Rail"
3304,ce8,"LRAIL MAINT","D","LRAIL Maintenance","Transportation","Twin Cities Metro Transit - Light Rail"
3306,cea,"LRAIL YARD","D","LRAIL Yard - RCC Ops","Transportation","Twin Cities Metro Transit - Light Rail"
3308,cec,"LRAIL SUPV","D","LRAIL Supervisors","Transportation","Twin Cities Metro Transit - Light Rail"
3310,cee,"LRAIL FACILT","D","LRAIL Facilities","Transportation","Twin Cities Metro Transit - Light Rail"
3312,cf0,"LRAIL MAC TA","D","LRAIL MAC Tactical","Transportation","Twin Cities Metro Transit - Light Rail"
3314,cf2,"LRAIL MAIN","D","LRAIL Main","Transportation","Twin Cities Metro Transit - Light Rail"
3316,cf4,"LRAIL OPS","D","LRAIL Operations","Transportation","Twin Cities Metro Transit - Light Rail"
3318,cf6,"LRAIL EMRG 6","D","LRAIL Emergency Ch 6","Transportation","Twin Cities Metro Transit - Light Rail"
3320,cf8,"LRAIL BLUE M","D","LRAIL Blue Main","Transportation","Twin Cities Metro Transit - Light Rail"
3322,cfa,"LRAIL EMRG 2","D","LRAIL Blue Emergency 2","Transportation","Twin Cities Metro Transit - Light Rail"
3324,cfc,"LRAIL OPS","D","LRAIL Rail Ops","Transportation","Twin Cities Metro Transit - Light Rail"
3326,cfe,"LRAIL MAIN N","D","LRAIL North Main","Transportation","Twin Cities Metro Transit - Light Rail"
3350,d16,"MetroMob N-E","D","Metro Mobility East - North","Transportation","Twin Cities Metro Transit - Metro Mobility"
3352,d18,"MetroMob CNT","D","Metro Mobility Central","Transportation","Twin Cities Metro Transit - Metro Mobility"
3356,d1c,"MetroMob","D","Metro Mobility","Transportation","Twin Cities Metro Transit - Metro Mobility"
3358,d1e,"MetroMob W-S","D","Metro Mobility West - South","Transportation","Twin Cities Metro Transit - Metro Mobility"
3360,d20,"MetroMobEdin","D","Metro Mobility Edina","Transportation","Twin Cities Metro Transit - Metro Mobility"
3362,d22,"MetroMobBrkC","D","Metro Mobility Brooklyn Center","Transportation","Twin Cities Metro Transit - Metro Mobility"
3366,d26,"MetroMob SE","D","Metro Mobility South - East","Transportation","Twin Cities Metro Transit - Metro Mobility"
3401,d49,"USMS STWD","DE","US Marshal Service1 Statewide","Federal","Federal Agencies"
3403,d4b,"USMS METRO 1","DE","US Marshal Service1 Metro 1","Federal","Federal Agencies"
3405,d4d,"USMS METRO 2","DE","US Marshal Service1 Metro 2 ","Federal","Federal Agencies"
3407,d4f,"USMS ZONE 1","DE","US Marshal Service1 Zone 1","Federal","Federal Agencies"
3409,d51,"USMS ZONE 2","DE","US Marshal Service1 Zone 2","Federal","Federal Agencies"
3411,d53,"USMS ZONE 3","DE","US Marshal Service1 Zone 3","Federal","Federal Agencies"
3413,d55,"USMS ZONE 4","DE","US Marshal Service1 Zone 4","Federal","Federal Agencies"
3415,d57,"USMS ZONE 5","DE","US Marshal Service1 Zone 5","Federal","Federal Agencies"
3416,d58,"RICE 911","D","Rice County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3417,d59,"USMS ZONE 6","DE","US Marshal Service1 Zone 6","Federal","Federal Agencies"
3418,d5a,"PIERCE 911","D","Pierce County, WI 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3419,d5b,"USMS 10","DE","US Marshal Service1 10","Federal","Federal Agencies"
3420,d5c,"MAC 911","D","Metro Airport Comm 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3421,d5d,"USMS 11","DE","US Marshal Service1 11","Federal","Federal Agencies"
3422,d5e,"ANOKA 911","D","Anoka 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3423,d5f,"USMS 12","DE","US Marshal Service1 12","Federal","Federal Agencies"
3426,d62,"BLMGTN 911","D","Bloomington 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3428,d64,"SC 911","D","St. Croix 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3432,d68,"CHISAGO 911","D","Chisago County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3436,d6c,"DAKOTA 911","D","Dakota County 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3440,d70,"EP 911","D","Eden Prairie 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3442,d72,"EDINA 911","D","Edina 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3444,d74,"HOPKINS 911","D","Hopkins 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3446,d76,"ISANTI 911","D","Isanti County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3450,d7a,"MNTKA 911","D","Minnetonka 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3452,d7c,"RAMSEY 911","D","Ramsey County 911 Access","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3454,d7e,"SCOTT 911","D","Scott County 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3456,d80,"SHERBN 911","D","Sherburne County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3458,d82,"SIBLEY 911","D","Sibley County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3460,d84,"SLP 911","D","St Louis Park 911 Center","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3462,d86,"ST PAUL 911","D","St. Paul 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3464,d88,"WASH CO 911","D","Washington County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3468,d8c,"WBLK 911","D","White Bear Lake 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3470,d8e,"WRIGHT 911","D","Wright County 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3472,d90,"UM 911","D","University of Minnesota 911","Multi-Dispatch","Minnesota Department of Public Safety - Statewide 911"
3496,da8,"TRIBAL OPS1","D","Tribal Council Operations 1","Interop","Statewide Interoperability "
3500,dac,"TSA MSP EOC","D","TSA MSP Airport Emergency Operation Center","Federal","MAC MSP International Airport"
3580,dfc,"UMN SEC","D","Security Monitors","Security","University of Minnesota - Twin Cities Campus"
3582,dfe,"UM DEM 2","D","Dept of Emergency Management 2","Emergency Ops","University of Minnesota - Twin Cities Campus"
3584,e00,"UM DEM 1","D","Dept of Emergency Management 1","Emergency Ops","University of Minnesota - Twin Cities Campus"
3586,e02,"UM COM","D","University Common","Schools","University of Minnesota - Twin Cities Campus"
3588,e04,"UM DEHS","D","Dept of Environmental Health Safety","Public Works","University of Minnesota - Twin Cities Campus"
3590,e06,"UM OPS","D","UM Ops","Schools","University of Minnesota - Twin Cities Campus"
3591,e07,"UMDPS(1)","DE","Dept of Public Safety Dispatch","Law Dispatch","University of Minnesota - Twin Cities Campus"
3593,e09,"UMDPS(2)","DE","Dept of Public Safety Tac (2)","Law Tac","University of Minnesota - Twin Cities Campus"
3595,e0b,"UMDPS(3)","DE","Dept of Public Safety Tac (3)","Law Tac","University of Minnesota - Twin Cities Campus"
3597,e0d,"UMDPS(4)","DE","Dept of Public Safety Tac (4)","Law Tac","University of Minnesota - Twin Cities Campus"
3598,e0e,"UMDPS OA","D","UMDPS Outside Agency Contact","Law Talk","University of Minnesota - Twin Cities Campus"
3599,e0f,"UMDPS(5)","DE","Dept of Public Safety Tac (5)","Law Tac","University of Minnesota - Twin Cities Campus"
3600,e10,"WA PW 1","D","Public Works Highway 1 North","Public Works","Washington County"
3601,e11,"WA PW MAINT","D","Public Works Highway Maint","Public Works","Washington County"
3602,e12,"WA PW 2","D","Public Works Highway 2 South","Public Works","Washington County"
3603,e13,"WA PW FLAG","D","Public Works Highway Flaggers","Public Works","Washington County"
3604,e14,"WA PW 3","D","Public Works Parks ","Public Works","Washington County"
3605,e15,"WA PW(6)","D","Public Works Parks Law","Public Works","Washington County"
3609,e19,"WA PW SRVY","D","Public Works Survey Crew","Public Works","Washington County"
3612,e1c,"WA GOVT CTR 1","D","County Govt Center Building Services 1","Public Works","Washington County"
3614,e1e,"WA GOVT CTR 2","D","County Govt Center Building Services 2","Public Works","Washington County"
3616,e20,"WA GOVT CTR 3","D","County Govt Center Building Services 3","Public Works","Washington County"
3619,e23,"WA FIRE ALL","D","Fire All Call","Fire Dispatch","Washington County"
3622,e26,"WA SO C2C","DE","Sheriff Car to Car","Law Tac","Washington County"
3623,e27,"WA LAW A","DE","Law A","Law Tac","Washington County"
3624,e28,"WA TRAFFIC","DE","County Law Enforcement-Information","Law Tac","Washington County"
3626,e2a,"WA TRAFIC S","DE","Law Traffic Spare","Law Tac","Washington County"
3628,e2c,"WA LE OPS 3","DE","Law Ops 3","Law Tac","Washington County"
3630,e2e,"WALAW1","DE","Law 1","Law Dispatch","Washington County"
3632,e30,"WA LE OPS 5","DE","Law Ops 5","Law Tac","Washington County"
3634,e32,"WALAW2","DE","Law 2","Law Dispatch","Washington County"
3636,e34,"WA LE OPS 7","DE","Law Ops 7 ","Law Tac","Washington County"
3638,e36,"WADATA","DE","Law Data","Law Talk","Washington County"
3640,e38,"WA EVENT 7","D","Event 7","Multi-Talk","Washington County"
3642,e3a,"WA EVENT 8","D","Event 8","Multi-Talk","Washington County"
3644,e3c,"WA EVENT 9","D","Event  9","Multi-Talk","Washington County"
3646,e3e,"WA EVENT 10","D","Event 10","Multi-Talk","Washington County"
3648,e40,"WA EVENT 11","D","Event  11","Multi-Talk","Washington County"
3650,e42,"WA EVENT 12","D","Event  12","Multi-Talk","Washington County"
3651,e43,"WA LAW B","DE","Law B","Law Tac","Washington County"
3652,e44,"WA LE ROAM","D","Law Enforcement Roam","Law Dispatch","Washington County"
3653,e45,"WA 3653","D","Washington 3653","Multi-Tac","Washington County"
3654,e46,"WA 911 EMG","D","Emergency Buttons - 911","Emergency Ops","Washington County"
3656,e48,"WA LAW ALL","DE","Law All Call","Law Dispatch","Washington County"
3658,e4a,"WA NTF OPS3","DE","Narcotics 3","Law Tac","Washington County"
3660,e4c,"WA SRT OPS1","DE","SRT 1","Law Tac","Washington County"
3662,e4e,"WA SRT OPS2","DE","SRT 2","Law Tac","Washington County"
3663,e4f,"WA LAW 663","DE","Law 663","Law Tac","Washington County"
3664,e50,"WA SRT OPS3","DE","SRT 3","Law Tac","Washington County"
3666,e52,"WA CO PD INV","DE","All Washington Co PD Investigators","Law Tac","Washington County"
3668,e54,"BYPRT PD C2C","DE","Bayport Police Car to Car","Law Tac","Washington County"
3672,e58,"CGRV PD C2C","DE","Cottage Grove Police Car to Car","Law Tac","Washington County"
3678,e5e,"FRLK PD C2C","DE","Forest Lake Police Car to Car","Law Tac","Washington County"
3686,e66,"OAKDL PD C2C","DE","Oakdale Police Car to Car","Law Tac","Washington County"
3692,e6c,"OKPH PD C2C","DE","Oak Park Heights Police Car to Car","Law Tac","Washington County"
3698,e72,"SPPK PD C2C","DE","St Paul Park Police Car to Car","Law Tac","Washington County"
3702,e76,"SWTR PD C2C","DE","Stillwater Police Car To Car","Law Tac","Washington County"
3706,e7a,"WBRY PD C2C","DE","Woodbury Police Car to Car","Law Tac","Washington County"
3708,e7c,"WBRY PD","DE","Woodbury Police","Law Tac","Washington County"
3712,e80,"WA SO 712","DE","Sheriff 712","Law Tac","Washington County"
3720,e88,"WA WCSO INV","DE","Sheriff Investigations","Law Tac","Washington County"
3722,e8a,"WA JAIL OP 1","DE","Jail Operations 1","Corrections","Washington County"
3724,e8c,"WA JAIL OP 2","DE","Jail Operations 2","Corrections","Washington County"
3728,e90,"WA JAIL OP 3","DE","Jail Operations 3","Corrections","Washington County"
3734,e96,"WA WTR PTRL","DE","County Water Patrol","Law Tac","Washington County"
3750,ea6,"WA FIRE DISP","D","Fire Main Dispatch","Fire Dispatch","Washington County"
3752,ea8,"WA FIRE SEC","D","Fire Secondary Dispatch","Fire Dispatch","Washington County"
3754,eaa,"WA FD T2T","D","Fire Truck to Truck","Fire-Tac","Washington County"
3756,eac,"WA FD TAC A","D","Fire Tac A","Fire-Tac","Washington County"
3758,eae,"WA FD TAC B","D","Fire Tac B","Fire-Tac","Washington County"
3760,eb0,"WA FD TAC C","D","Fire Tac C","Fire-Tac","Washington County"
3762,eb2,"WA FD TAC D","D","Fire Tac D","Fire-Tac","Washington County"
3764,eb4,"WA FD TAC E","D","Fire Tac E","Fire-Tac","Washington County"
3766,eb6,"WA FD TAC F","D","Fire Tac F","Fire-Tac","Washington County"
3768,eb8,"WA FD DIVE","D","Fire Dive Team","Fire-Tac","Washington County"
3770,eba,"WA FD ROAM","D","Fire Dept Roaming","Fire Dispatch","Washington County"
3772,ebc,"WA FIRE EMG","D","Fire Emergency","Fire-Tac","Washington County"
3774,ebe,"WA FIRE ALL","D","Fire All Call","Fire Dispatch","Washington County"
3776,ec0,"BYPT FIRE 2","D","Bayport Fire Ops 2","Fire-Tac","Washington County"
3778,ec2,"BYPT FIRE 3","D","Bayport Fire Ops 3","Fire-Tac","Washington County"
3780,ec4,"CGRV FIRE 2","D","Cottage Grove Fire Ops 2","Fire-Tac","Washington County"
3782,ec6,"CGRV FIRE 3","D","Cottage Grove Fire Ops 3","Fire-Tac","Washington County"
3784,ec8,"FRLK FIRE 2","D","Forest Lake Fire Ops 2","Fire-Tac","Washington County"
3786,eca,"FRLK FIRE 3","D","Forest Lake Fire Ops 3","Fire-Tac","Washington County"
3788,ecc,"HUGO FIRE 2","D","Hugo Fire Ops 2","Fire-Tac","Washington County"
3790,ece,"HUGO FIRE 3","D","Hugo Fire Ops 3","Fire-Tac","Washington County"
3792,ed0,"LKEL FIRE 2","D","Lake Elmo Fire Ops 2","Fire-Tac","Washington County"
3794,ed2,"LKEL FIRE 3","D","Lake Elmo Fire Ops 3","Fire-Tac","Washington County"
3796,ed4,"LSCV FIRE 2","D","Lower St. Croix Vly. Fire Ops 2","Fire-Tac","Washington County"
3798,ed6,"LSCV FIRE 3","D","Lower St. Croix Vly. Fire Ops 3","Fire-Tac","Washington County"
3800,ed8,"MTMD FIRE 2","D","Mahtomedi Fire Ops 2","Fire-Tac","Washington County"
3802,eda,"MTMD FIRE 3","D","Mahtomedi Fire Ops 3","Fire-Tac","Washington County"
3804,edc,"MSCX FIRE 2","D","Marine on St. Croix Fire Ops 2","Fire-Tac","Washington County"
3806,ede,"MSCX FIRE 3","D","Marine on St. Croix Fire Ops 3","Fire-Tac","Washington County"
3808,ee0,"NWPT FIRE 2","D","Newport Fire Ops 2","Fire-Tac","Washington County"
3810,ee2,"NWPT FIRE 3","D","Newport Fire Ops 3","Fire-Tac","Washington County"
3812,ee4,"OAKD FIRE 2","D","Oakdale Fire Ops 2 - 7200","Fire-Tac","Washington County"
3814,ee6,"OAKD FIRE 3","D","Oakdale Fire Ops 3 - 7200 ","Fire-Tac","Washington County"
3816,ee8,"SCND FIRE 2","D","Scandia Fire Ops 2","Fire-Tac","Washington County"
3818,eea,"SCND FIRE 3","D","Scandia Fire Ops 3","Fire-Tac","Washington County"
3819,eeb,"WA 3819","D","Washington 3919","Multi-Tac","Washington County"
3820,eec,"SPPK FIRE 2","D","St. Paul Park Fire Ops 2","Fire-Tac","Washington County"
3822,eee,"SPPK FIRE 3","D","St. Paul Park Fire Ops 3","Fire-Tac","Washington County"
3824,ef0,"SWTR FIRE 2","D","Stillwater Fire Ops 2","Fire-Tac","Washington County"
3826,ef2,"SWTR FIRE 3","D","Stillwater Fire Ops 3","Fire-Tac","Washington County"
3828,ef4,"WBRY FD OPS","D","Woodbury Fire Ops","Fire-Tac","Washington County"
3830,ef6,"WBRY FD ADM","D","Woodbury Fire Admin","Fire-Tac","Washington County"
3832,ef8,"WA FIRE","D","Fire","Fire-Tac","Washington County"
3836,efc,"WA SPPRFD OPS2 ","D","St Paul Park Refinery Fire Ops 2","Fire-Tac","Washington County"
3850,f0a,"WA BOSPSCOM","D","Bayport, Oak Park Heights, Stillwater, PS Common","Multi-Talk","Washington County"
3852,f0c,"WA CSNPSCOM","D","Cottage Grove, St. Paul Park, Newport Public Safety Common","Multi-Talk","Washington County"
3854,f0e,"FRLK PS COM","D","Forest Lake Public Safety Common","Multi-Talk","Washington County"
3856,f10,"HUGO PS COM","D","Hugo Public Safety Common","Multi-Talk","Washington County"
3858,f12,"LKEL PS COM","D","Lake Elmo Public Safety Common","Multi-Talk","Washington County"
3860,f14,"LSCV PS COM","D","Lower St Croix Vly Public Safety Common","Multi-Talk","Washington County"
3862,f16,"MTMD COM","D","Mahtomedi Public Safety Common","Multi-Talk","Washington County"
3864,f18,"WA MS PSCOM","D","Marine/Scandia Public Safety Common","Multi-Talk","Washington County"
3866,f1a,"OAKD PS COM","D","City of Oakdale Public Safety Common","Multi-Talk","Washington County"
3868,f1c,"WBRY PSCOM","D","Woodbury Public Saftey Common","Multi-Talk","Washington County"
3870,f1e,"WA PS COM","D","Washington County Public Safety Common","Multi-Talk","Washington County"
3882,f2a,"WBRY STREETS","D","Woodbury Public Works - Streets","Public Works","Washington County"
3890,f32,"WA HWY MNT","D","Highway Maintenance Crew","Public Works","Washington County"
3894,f36,"WA HEALTH","D","Public Health","Emergency Ops","Washington County"
3898,f3a,"WA ROAM","D","County Roam","Multi-Dispatch","Washington County"
3900,f3c,"WA ROAM ALL","D","County Roam All","Multi-Dispatch","Washington County"
3902,f3e,"WASWDPW","D","Stillwater DPW","Public Works","Washington County"
3906,f42,"WAODDPW","D","Oakdale DPW","Public Works","Washington County"
3912,f48,"WANPDPW","D","Newport DPW","Public Works","Washington County"
3914,f4a,"WAFLPW","D","Forest Lake DPW","Public Works","Washington County"
3942,f66,"WALEDPW","D","Lake Elmo DPW","Public Works","Washington County"
3944,f68,"WALEDPW2","D","Lake Elmo DPW 2","Public Works","Washington County"
3950,f6e,"BYPT COM","D","Bayport City Common","Multi-Talk","Washington County"
3952,f70,"CGRV COM","D","Cottage Grove City Common","Public Works","Washington County"
3954,f72,"FRLK COM","D","Forest Lake City Common","Multi-Talk","Washington County"
3956,f74,"HUGO COM","D","Hugo City Common","Multi-Talk","Washington County"
3958,f76,"LKEL COM","D","Lake Elmo City Common","Multi-Talk","Washington County"
3960,f78,"LSCV COM","D","Lower St Croix Vly City Common","Multi-Talk","Washington County"
3962,f7a,"MSCX COM","D","Marine on St Croix City Common","Multi-Talk","Washington County"
3964,f7c,"MSCX COM","D","Marine on St Croix City Common","Multi-Talk","Washington County"
3966,f7e,"NWPT COM","D","Newport City Common","Multi-Talk","Washington County"
3968,f80,"OAKD COM","D","Oakdale City Common","Multi-Talk","Washington County"
3970,f82,"OKPH COM","D","Oak Park Heights City Common","Multi-Talk","Washington County"
3972,f84,"SCND COM","D","Scandia City Common","Multi-Talk","Washington County"
3974,f86,"SPPK COM","D","St Paul Park City Common","Multi-Talk","Washington County"
3976,f88,"SWTR COM","D","Stillwater City Common","Multi-Talk","Washington County"
3978,f8a,"WBRY COM","D","Woodbury City Common","Multi-Talk","Washington County"
3980,f8c,"WA CO COM","D","All Washington County Users Common","Multi-Talk","Washington County"
4200,1068,"DK FIRE E","D","Fire East Main","Fire Dispatch","Dakota County"
